Список измененных значений:

       Коды работ по выпуску РД|Наименование объекта/комплекта РД                                                                                                      |Код KKS документа                                                            |Пакет РД                                               |Статус Заказчика                                                              |Текущая ревизия                                           |Статус текущей ревизии                                                                                                                           |Дата выпуска РД по договору подрядчика                                     |Дата выпуска РД по графику с Заказчиком                               |Дата статуса Заказчика                                     |Ожидаемая дата выдачи РД в производство                                             |Разработчики РД (актуальные)   |
2526 | 10UJA.J.CY0.D-1380      |Присоединения к ПТС ПТК СКУ РО                                                                                                         |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК + (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <Пройден ВК AN>                                                                                         |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-26>      |Смена ожидаемая дата выдачи рд в производство с <2022-12-25> на <в производстве>    |Титан-2=>АЭП                   |
2527 | 10UJA.J.CY0.D-1570      |ПТК СКУ В. Исходные данные для задания заводу на изготовления                                                                          |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-28> на <2023-04-07>        |Титан-2=>АЭП                   |
2528 | 10UJA.J.CY0.D-2800      |ПТК СКУ ЭЧ ЭБ. Схема структурная комплекса технических средств                                                                         |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-28> на <2023-04-11>        |Титан-2=>АЭП                   |
2529 | 50UBH.J.JJJ.D-1030      |Документация в части КИП                                                                                                               |Смена кода с <AKU.1227.50UBH.0.AK.TB0001> на <AKU.1480.50UBH.0.AK.TB0001>    |-                                                      |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК + (rev.C01)> |-                                                         |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <На согласовании AN>                  |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-05-12> на <2023-02-15>|-                                                                                   |JV=>Титан-2=>ТП=>SEP=>ОЭС      |
2530 | 51UBZ.J.CYE.D-1000      |СКУПЗ                                                                                                                                  |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2022-12-27> на <2023-04-11>        |Титан-2=>C-плюс                |
2531 | 52UBZ.J.CYE.D-1000      |СКУПЗ                                                                                                                                  |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2022-12-27> на <2023-04-11>        |Титан-2=>C-плюс                |
2532 | 00UFC.J.CYE.D-1000      |СКУ ПЗ. Пожарная сигнализация. Журнал контрольных кабелей                                                                              |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-15>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-02-13>      |Смена ожидаемая дата выдачи рд в производство с <2022-12-24> на <2023-03-02>        |Титан-2=>АЭП                   |
2533 | 00UFC.J.JJJ.D-1130      |СКУ ПЗ. Задание на программное обеспечение технических средств СКУ ПЗ                                                                  |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На согласовании AN>                                                                                    |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-02-06>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-02-15>        |Титан-2=>АЭП                   |
2534 | 00UGD.J.CYE.D-2430      |Техническое задание на производство и программное обеспечение ППКП                                                                     |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |Смена дата выпуска рд по договору подрядчика с <None> на <2022-09-01>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-03>      |Смена ожидаемая дата выдачи рд в производство с <2022-12-20> на <2023-02-16>        |Титан-2=>АЭП                   |
2535 | 00UKS.J.C00.D-1030      |Кабельные соединения РК. Перечень кабельных соединений РК                                                                              |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-19> на <2023-03-14>        |Титан-2=>АЭП                   |
2536 | 00UKS.J.C00.D-1040      |Кабельные соединения РК. Схемы внешних присоединений РК                                                                                |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-19> на <2023-03-14>        |Титан-2=>АЭП                   |
2537 | 00UKS.J.C00.D-1050      |Кабельные соединения РК. Схемы электрических соединений РК                                                                             |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-19> на <2023-03-14>        |Титан-2=>АЭП                   |
2538 | 00UKS.J.C00.D-1070      |Компоновка оборудования РК                                                                                                             |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-23> на <2023-03-24>        |Титан-2=>АЭП                   |
2539 | 00UKS.J.C00.D-1090      |Перечень измерительных контуров РК                                                                                                     |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-23> на <2023-03-24>        |Титан-2=>АЭП                   |
2540 | 00UKS.J.C00.D-1150      |Трассы пробоотборных линий РК                                                                                                          |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |-                                                                                   |Титан-2=>АЭП                   |
2541 | 00UKS.J.C00.D-1170      |Кабельные журналы РК. Журнал контрольных кабелей РК. Нормальная эксплуатация                                                           |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-19> на <2023-03-14>        |Титан-2=>АЭП                   |
2542 | 00UKS.J.C00.D-1410      |Трассировка кабелей систем радиационного контроля. Кабельный журнал                                                                    |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |-                                                                                   |Титан-2=>АЭП                   |
2543 | 00UKS.J.CYE.D-1000      |СКУ ПЗ. Пожарная сигнализация                                                                                                          |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <2023-05-09>        |Титан-2=>АЭП                   |
2544 | 00UKS.J.CYE.D-1010      |СКУ ПЗ. Журнал силовых и контрольных кабелей                                                                                           |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |-                                                                                   |Титан-2=>АЭП                   |
2545 | 00UKS.J.CYE.D-1020      |СКУ ПЗ. Газовое пожаротушение                                                                                                          |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-03-04> на <2023-04-11>        |Титан-2=>АЭП                   |
2546 | 00UKS.J.CYE.D-1030      |Газовое пожаротушение. Журнал силовых и контрольных кабелей                                                                            |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |-                                                                                   |Титан-2=>АЭП                   |
2547 | 00UKS.J.CYE.D-1050      |СКУ ПЗ. Системы вентиляции                                                                                                             |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-03-04> на <2023-04-11>        |Титан-2=>АЭП                   |
2548 | 00UYG.J.C00.D-1000      |АСУ ТП                                                                                                                                 |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-31> на <2023-04-02>        |Титан-2=>СС КТ-2               |
2549 | 01UJY.J.CYA.D-1010      |Система общестанционной телефонной связи. Журнал контрольных кабелей                                                                   |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-03-09> на <2023-04-11>        |Титан-2=>АЭП                   |
2550 | 01UJY.J.CYC.D-1010      |Система оповещения и поиска персонала. Журнал контрольных кабелей                                                                      |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |-                                                                                   |Титан-2=>АЭП                   |
2551 | 01UJY.J.CYE.D-1010      |СКУ ПЗ. Пожарная сигнализация. Оповещение о пожаре                                                                                     |-                                                                            |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На согласовании AN>                                                                                    |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2552 | 01UJY.J.CYY.D-1010      |Система эксплуатационных радиотелефонов. Журнал контрольных кабелей                                                                    |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |-                                                                                   |Титан-2=>АЭП                   |
2553 | 03UGF.J.C00.D-1040      |СКУ ПЗ. Журнал силовых и контрольных кабелей (автоматизация пожарная)                                                                  |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-04-11>        |АЭП                            |
2554 | 03UGF.J.C00.D-1140      |Журнал контрольных кабелей (КИП)                                                                                                       |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-04-11>        |АЭП                            |
2555 | 04UKY.J.CYE.D-1000      |СКУ ПЗ. Оповещение о пожаре                                                                                                            |-                                                                            |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На согласовании AN>                                                                                    |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2556 | 04UKY.J.CYE.D-1010      |СКУ ПЗ. Пожарная сигнализация                                                                                                          |-                                                                            |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На согласовании AN>                                                                                    |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2557 | 04UYP.J.CY0.D-1020      |Пожарная сигнализация и оповещение людей о пожаре                                                                                      |Смена кода с <AKU.1480.04UYP.0.AP.TB0001> на <AKU.1480.04UYP.CYE.PS.TB0001>  |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |-                                                         |Смена статус текущей ревизии с <DD elaboration is started / Разработка РД начата> на <На согласовании AN>                                        |Смена дата выпуска рд по договору подрядчика с <2022-10-24> на <2023-01-21>|-                                                                     |Смена дата статуса заказчика с <2021-09-06> на <NaT>       |Смена ожидаемая дата выдачи рд в производство с <2023-01-21> на <в производстве>    |Титан-2=>ТП                    |
2558 | 05UBZ.J.CYE.D-1030      |(05UBZ, 06UBZ) Автоматические установки водяного пожаротушения                                                                         |Смена кода с <AKU.1227.05UBZ.SGC.PT.TB0001> на <AKU.1480.05UBZ.SGC.PT.TB0001>|-                                                      |-                                                                             |-                                                         |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <Передан в производство>                    |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-05-07> на <2023-02-14>|-                                                                                   |JV=>Титан-2=>SEP=>ЭСТ          |
2559 | 05UKY.J.CYE.D-1000      |СКУ ПЗ. Оповещение о пожаре                                                                                                            |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |-                                                                          |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-27>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2560 | 05UKY.J.CYE.D-1010      |СКУ ПЗ. Пожарная сигнализация                                                                                                          |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |-                                                                          |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-27>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2561 | 06UGG.J.C00.D-1000      |Камера переключений. КИПиА                                                                                                             |-                                                                            |Смена пакет рд с <0> на <06.14-U0-3-0021>              |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-03> на <2023-04-11>        |Титан-2=>СС КТ-2               |
2562 | 06UKY.J.CYE.D-1000      |СКУ ПЗ. Оповещение о пожаре                                                                                                            |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |-                                                                          |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-27>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2563 | 06UKY.J.CYE.D-1010      |СКУ ПЗ. Пожарная сигнализация                                                                                                          |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |-                                                                          |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-27>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-30> на <2023-03-02>        |Титан-2=>ОВСК(ПСГ)             |
2564 | 07UBG.J.CMS.D-0120      |СКУ ПЗ. Автоматическое водяное пожаротушение                                                                                           |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На согласовании AN>                                                                                    |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-01-27>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-03-02>        |Титан-2=>АЭП                   |
2565 | 07UBG.J.CMS.D-0130      |СКУ ПЗ. Автоматическое водяное пожаротушение. Журнал контрольных кабелей                                                               |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-04-11>        |Титан-2=>АЭП                   |
2566 | 07UBG.J.CMS.D-0140      |СКУ ПЗ. Автоматическое водяное пожаротушение. Журнал силовых кабелей                                                                   |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-04-11>        |Титан-2=>АЭП                   |
2567 | 07UBG.J.CYE.D-0120      |СКУ ПЗ. Оповещение о пожаре                                                                                                            |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК + (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <Пройден ВК AN>                                                                                         |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-02-09>      |Смена ожидаемая дата выдачи рд в производство с <2022-12-15> на <в производстве>    |Титан-2=>АЭП                   |
2568 | 07UBG.J.CYE.D-0130      |СКУ ПЗ. Системы вентиляции                                                                                                             |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-02-08>      |Смена ожидаемая дата выдачи рд в производство с <2022-12-15> на <2023-03-21>        |Титан-2=>АЭП                   |
